	logFC	logCPM	F	PValue	FDR
PIGC	14.1228674920569	4.89716644769107	764.229822129697	1.77666565001888e-17	2.81177215846788e-17
VAMP1	17.6434627472113	2.44081433759949	780.058000586307	1.78138551239201e-17	2.81889814256717e-17
METTL18	16.2637850819279	3.50240984276924	768.873346460916	1.78458585084618e-17	2.82361815898239e-17
GNB2	15.0842265452884	4.81283720548882	763.774100922246	1.7889889324854e-17	2.83023980433058e-17
RBBP7	12.3769779535959	7.18854075422916	762.944556579562	1.78933684076462e-17	2.83044519881584e-17
MTA3	15.0058142034401	5.03428751099106	763.485593398479	1.78983812938098e-17	2.83089313687982e-17
FAM222A	17.5036216675786	2.31824664939776	780.878810974392	1.7989544044028e-17	2.84496517786571e-17
SLC35F2	14.2920316254225	6.02155960327222	762.61735581531	1.79970778845198e-17	2.84580986675417e-17
GNS	12.391424536859	7.53624184075074	762.472110398561	1.79993948323563e-17	2.84582952283046e-17
LAMB2	13.4825685182812	5.86729985200244	762.531629725295	1.80228319586152e-17	2.84918801450508e-17
ZNF783	14.8913790607647	3.58213839794745	769.241413306902	1.80432559581774e-17	2.85195261614769e-17
PEMT	17.5935150356893	1.96879577586693	779.513161984466	1.80447144493449e-17	2.85195261614769e-17
ITGB3	17.0252120536664	3.58912776402395	767.879908114472	1.8060702418405e-17	2.85413194555556e-17
GSKIP	14.9524958265469	6.26346007511032	762.295963814379	1.80690315142186e-17	2.85510056030002e-17
MAN2C1	14.5155048729888	4.81876320752347	762.907154458144	1.80863079341247e-17	2.85748254019483e-17
MRPL2	15.7549894161986	4.09629439779895	764.290748670392	1.81247873043223e-17	2.86321341799902e-17
SOCS6	14.3102854155983	6.89929267455994	761.933299943268	1.81325279396318e-17	2.86408762478376e-17
RFTN2	18.044693737133	2.36627866484402	777.803538452777	1.81864891538295e-17	2.87226141065409e-17
TTYH2	19.2535146038921	2.18336324126142	767.923491788888	1.81919072420566e-17	2.87276753978163e-17
PEX11B	15.6976824813139	4.47675055094526	762.886906590653	1.82280340406134e-17	2.87812230916205e-17
ULK1	16.0855164175388	3.06813247368283	772.552356070483	1.82373373587521e-17	2.87924098746191e-17
ATP1A2	21.7522853560264	1.96054029103017	668.119491669218	1.82704861647025e-17	2.8841235700763e-17
UNC5C	18.0388911709298	4.43014770656722	765.003152716631	1.82870525490616e-17	2.88638763266776e-17
GTF2F2	12.8968377517035	6.16714094103235	761.27537406404	1.8304311843672e-17	2.88876049877212e-17
GSTP1	12.5265430836564	6.77612491041019	760.972057188623	1.83605243514014e-17	2.89727958123816e-17
ZNF585B	15.7132620255912	4.09507817977753	763.293464806402	1.83644300334532e-17	2.8975436105542e-17
ADAP1	14.9582419612586	5.26792052413571	761.302176659577	1.83693109170148e-17	2.89796142447957e-17
LRFN4	16.5194452267167	2.80632751707885	774.330138546731	1.8458245756158e-17	2.91163796389371e-17
CADM4	17.8656624952263	1.40455396381794	743.890278160566	1.84721172635028e-17	2.91347198885651e-17
CDC42EP5	16.3594125982392	5.05044259230768	761.229988189036	1.85000001434928e-17	2.91751521096468e-17
FGF2	17.8852958028227	3.58038510811551	766.427484961221	1.87480442588787e-17	2.95582305986804e-17
PFDN2	14.1322234267824	5.12518798116154	759.815502086218	1.874876679114e-17	2.95582305986804e-17
PELO	16.348076105522	2.94745232431591	771.674253259986	1.87497428552998e-17	2.95582305986804e-17
CDK3	17.4933669739234	2.58900251188208	774.134063260972	1.88640647190947e-17	2.9734842845413e-17
PCID2	13.5092923612353	5.35882968043344	759.205242297583	1.88695456122426e-17	2.97398703705278e-17
RNASE6	18.4989997038768	3.11237045956025	769.644258219787	1.89514012635567e-17	2.98652546138541e-17
FTSJ1	14.4130175360451	4.82373835148118	759.260036465257	1.8958906057418e-17	2.98734541361209e-17
KIF24	14.3782782007059	4.30182089726006	760.64255800343	1.89629241247018e-17	2.98761583168858e-17
NSRP1	13.7674957633278	5.55910053637428	758.06785564036	1.91112065020061e-17	3.01061232175673e-17
LMNA	12.3572831029686	7.95652983334533	757.744574625077	1.91302260588553e-17	3.01324276720731e-17
TSPAN6	12.5438963165856	7.37802962640095	757.748573325195	1.91326719428502e-17	3.01326233644282e-17
SNRPD2	13.694310340227	5.8820365821469	757.768503214438	1.91658408980968e-17	3.01811998321279e-17
DDX26B	15.905399590306	4.97428404569287	758.270796320093	1.91981353653145e-17	3.02283875902483e-17
TUBA4A	14.6371724582331	5.58966708382864	757.624651632113	1.92241812623513e-17	3.02657264197061e-17
NAPEPLD	13.9137055368499	5.93690804149091	757.433291564439	1.92441904498412e-17	3.02935534079429e-17
AAED1	17.2769147355844	2.69515315675353	771.719264922919	1.92529578469208e-17	3.03036793469785e-17
TC2N	12.577633164219	7.74952606611116	757.074767548974	1.9298606128239e-17	3.0371845390859e-17
GPR180	13.0915393322956	5.84784740387969	757.136777721069	1.93259244666263e-17	3.04111510247748e-17
DENND1C	18.9243685753026	1.64678198738209	754.864336276085	1.93574835032969e-17	3.04571194556056e-17
GPR160	14.411879890737	5.95738725585897	756.975841237336	1.93609742962898e-17	3.04589194413995e-17
FAM47E-STBD1	16.2687956925438	4.51534456685932	758.342614836102	1.9373964346701e-17	3.04756615265825e-17
SAP18	11.9827725093979	7.76820437276635	756.723997878269	1.93850049616391e-17	3.04893334218509e-17
C10orf68	17.528830478385	2.14114279069909	775.240092752594	1.94245532714636e-17	3.05478343523963e-17
NIPSNAP3A	15.675672458439	4.93359977590298	757.323255662944	1.9430124204709e-17	3.05528933914367e-17
POC1A	16.16550139762	2.87780939077492	769.998576245094	1.94505485218974e-17	3.05813045748887e-17
PCED1A	15.6171100781993	3.43687056724388	763.143140369397	1.95042578037352e-17	3.06620351301695e-17
IGSF3	15.4356683250254	5.42051642726075	756.310118681401	1.95874185963241e-17	3.07890403247778e-17
TMEM173	14.5965189080072	4.60539711106042	756.978416349843	1.96075451289643e-17	3.08169445663391e-17
SLC6A9	18.9738939174985	2.37421830250411	766.641376461701	1.96365222997808e-17	3.08573648235086e-17
FOCAD	12.6473846261203	6.40536351166072	755.799074027825	1.96380178320503e-17	3.08573648235086e-17
MTA1	13.7492417307403	5.3043442581575	755.978518495025	1.96746659435125e-17	3.09112079991343e-17
MOB4	15.7650109159835	5.1403378305783	756.159296990026	1.96879717017128e-17	3.0926523701791e-17
KCTD11	16.3707823376979	3.39495005926498	762.253840673412	1.96891798557592e-17	3.0926523701791e-17
MYO19	13.7373904320665	5.63580523271305	755.521961420219	1.97478965172686e-17	3.10149986565379e-17
RUNDC3B	20.7536764866638	2.49160316573403	742.004674739182	1.97614322088156e-17	3.10325019525975e-17
VIPR1	16.7048109302603	5.40997158820869	755.791138270164	1.98064185871986e-17	3.10959606738484e-17
DOCK5	12.7825587759024	7.38154183495568	755.074287644337	1.98066343239621e-17	3.10959606738484e-17
SHFM1	13.495993338628	6.15455519120169	755.036186934726	1.98386143610857e-17	3.11424015230444e-17
SNX24	17.7587129371031	3.7385629567049	760.829699481798	1.98645120410017e-17	3.11792842883251e-17
PTCD3	11.9664274202844	6.87327670872775	754.675131217881	1.99183782354419e-17	3.12600521303266e-17
MANEA	14.6808681720163	5.66611873358271	754.844709379659	1.99233627778878e-17	3.12640944860604e-17
HSPA5	10.4487903942986	9.45187221910143	754.592005397812	1.99269068718852e-17	3.12658757604205e-17
D2HGDH	16.8405675040496	2.99774220599889	765.238237073979	1.99586836859597e-17	3.13119491792665e-17
POU2F2	17.5018750072614	2.500811181788	770.740660071883	1.9969806008976e-17	3.13256118190113e-17
KIF27	13.8331520272744	5.28693230924684	754.765755610021	1.9990846481361e-17	3.13548273693758e-17
ELL2	13.7903745428139	6.59730394039485	754.173449800855	2.00517497232563e-17	3.14465514328351e-17
GPR82	19.823855091566	1.5419544960404	723.138263007623	2.00571670904749e-17	3.14512470299956e-17
KDELR2	12.3160952022006	8.27391305203214	754.066268313104	2.00639689205505e-17	3.14581121792491e-17
CCT6B	17.8024991770472	1.53449646593832	749.199145293961	2.01385951422383e-17	3.15713040646348e-17
BRD9	13.5075959864098	5.41942655383896	753.977936897552	2.01821772966613e-17	3.16358066586192e-17
CCDC30	17.1483789640508	1.73620989747469	756.346703153784	2.02680897870524e-17	3.1766638974297e-17
ASAP1	13.2451222104459	5.98518658035977	753.351672498275	2.02849447422685e-17	3.17892173158539e-17
TRAPPC6A	18.1573856692131	1.58126896583969	755.60430738943	2.02945680433431e-17	3.1800458606127e-17
TUB	20.6140214986804	1.89356162385564	713.975014524193	2.02977630582478e-17	3.18016256316994e-17
LRIG3	13.6314688564883	6.73210652010546	753.21523931832	2.03026766920457e-17	3.180548470562e-17
SLC25A23	16.4043007689292	5.50942305715866	753.685269598854	2.03119500570292e-17	3.18161718308209e-17
FSD1L	15.0314406844029	3.91263725275458	756.571491957387	2.03473011966694e-17	3.18676990746437e-17
AR	19.5127131039883	1.76629795975267	742.195757229151	2.03835094540859e-17	3.19205561298963e-17
SLC2A13	15.7834109391042	6.21094001451109	752.947569083151	2.04140799044633e-17	3.19645726963481e-17
BIK	16.5445249603918	2.80961894885472	766.097316105937	2.04409473854824e-17	3.20027811961612e-17
F2RL1	14.8370298335399	7.10471577484297	752.280698449561	2.05487598319551e-17	3.21676943503733e-17
GPD1L	15.5653694059531	6.64140913600172	752.779617697059	2.06619076670571e-17	3.2340918911087e-17
TMEM159	15.6114065630112	4.28584465131179	753.228387468522	2.07626635412455e-17	3.24947075969885e-17
PRDX6	14.6538396275734	8.0258711608038	751.43761949366	2.0767398520498e-17	3.24981993486308e-17
SH3TC1	16.7632694190624	2.67460269803811	766.579345360284	2.08295592727414e-17	3.25915430742508e-17
CDC14A	16.3574181833645	5.06292616397486	752.012422033344	2.08427859196739e-17	3.26058982803858e-17
PRKCH	15.3039729356025	4.68988678556195	752.110860545844	2.0843758227318e-17	3.26058982803858e-17
FDX1L	16.9290338818079	2.38261120184467	769.500916328591	2.08616540693382e-17	3.26299600103567e-17
SENP8	17.9783366309351	1.6956834382567	760.077006289552	2.09115714800724e-17	3.2704095221094e-17
CYB5RL	16.9748811245642	2.6210533036617	766.325588297775	2.1007495167824e-17	3.28501541907455e-17
GOLGB1	9.93917387277213	9.60467463995228	750.517926771779	2.10137844283486e-17	3.28560303692973e-17
HERPUD1	14.7320154162427	6.85776657740428	750.374615080014	2.10709017098734e-17	3.29413675370329e-17
AHI1	12.7814921889734	6.54637151925338	750.354279906853	2.10787018268306e-17	3.29495930399174e-17
HIBADH	13.9832834539215	5.76456568872764	750.331737725649	2.11189838105429e-17	3.3008585124884e-17
HOXA1	19.3502181178135	1.39382194046481	723.264795945881	2.1129752092182e-17	3.30214391817496e-17
MCM7	11.9809722514458	7.27913070728318	749.987886761713	2.1167590867147e-17	3.30765906410668e-17
HIST2H2BF	13.2437463952417	6.19400711346527	749.973996228152	2.11915850379376e-17	3.31100977738525e-17
ENOX2	14.4402751357909	4.61943932643894	751.022332887489	2.11968613237736e-17	3.31143552144028e-17
SKI	13.597579881546	5.49397246749538	750.10172104337	2.12154973780593e-17	3.31394801383839e-17
TPI1	11.059576524693	8.77784572148937	749.713306876866	2.12361901923864e-17	3.31678113726815e-17
AGAP2	17.9104028331823	2.09335468539787	766.59726846328	2.12556065543966e-17	3.31941423979682e-17
ZNF672	15.9322699071526	3.83927663190341	752.947007904946	2.12909450873163e-17	3.32453291973386e-17
KIAA1407	14.9131740713062	4.24208489760053	751.499716267355	2.12955844772105e-17	3.32485734307368e-17
B4GALT4	14.5137380258757	6.25605212364286	749.47415422427	2.133883334127e-17	3.3312090201629e-17
HIST4H4	16.288038127159	3.43269006952328	755.64644822717	2.134818209136e-17	3.33226765320217e-17
PODXL2	14.5385791163608	4.57279084207289	750.374240431481	2.13888833384045e-17	3.33821929833035e-17
IPO5	10.4882526436543	8.3296074106598	749.103359013612	2.14066318895529e-17	3.34058765533855e-17
ZNF749	15.3107954509009	3.03646438804898	761.952735952891	2.14504042077438e-17	3.34701606410564e-17
CDON	16.5577820628336	2.64551295150483	764.67707373615	2.15720410676503e-17	3.36559106884281e-17
MCM6	13.313098142139	6.08538250533183	748.387973192038	2.16374420351127e-17	3.37538894439576e-17
CYB5A	14.8499281759199	5.26894440136763	748.629702281814	2.16536280856293e-17	3.37750797888935e-17
PSMD3	13.6177024838702	6.34918861856065	748.287300018908	2.16603046405693e-17	3.37814340218637e-17
RPS23	10.731372743241	9.10988846317088	748.182021733585	2.16663100313315e-17	3.37867401053288e-17
ACTN4	11.0123090852739	9.36775876525355	748.164971457059	2.1671123330161e-17	3.37901861727726e-17
TMX4	14.093100570137	5.89883756534559	748.061119174303	2.17461604647993e-17	3.39031131138294e-17
JDP2	16.0312471260414	4.67181887185147	748.826645205197	2.18205718746584e-17	3.40150375163573e-17
CFL2	16.96788118934	4.26072371384608	750.059380624914	2.18847746501833e-17	3.41110231997994e-17
CXCL16	14.9335883382894	4.47845485346365	748.585529547166	2.19341149187722e-17	3.41838229503776e-17
CLMN	14.0643652568768	7.39207870395112	747.247731771909	2.19421696125593e-17	3.41922703087295e-17
FER	14.7552707689035	5.07803616220396	747.636220888766	2.19714049995121e-17	3.42337173455783e-17
PROSER1	11.9122910791936	6.46555296216108	747.067709077296	2.20134710342334e-17	3.42951435065797e-17
SPHK2	16.7502817907588	3.11166501980407	756.389828915625	2.20233828012373e-17	3.4306467280036e-17
TM4SF1	14.0847833777763	6.56004299883813	746.94887902989	2.20415733448795e-17	3.43306828804982e-17
NEDD4	12.9922389811754	5.89773332598963	747.002640853049	2.20522020644297e-17	3.43431162220103e-17
RPS9	11.8883625596693	7.95620790607748	746.785152104933	2.20692813783145e-17	3.43655912428487e-17
RAP1GAP2	14.0537301464976	5.7594248692422	746.742487814001	2.21365083878079e-17	3.4466139919069e-17
SPRY3 (NC_000024 59100456..59115123)	17.4481660657011	1.59414229185724	742.579422669251	2.21613577573101e-17	3.4500691175738e-17
PTPRH	15.8518576387652	5.95002624544394	746.576110672277	2.22087450952976e-17	3.45703169335413e-17
SKIL	10.5885903663683	8.153665833082	746.272402791806	2.22167040060171e-17	3.45785587353514e-17
RCSD1	18.2293774573955	4.18869562588403	750.784619657553	2.23287276137297e-17	3.47487476856832e-17
HSD3B7	15.6286590109488	3.42306895456056	752.541850703489	2.24122691551717e-17	3.48713714507131e-17
MRAS	16.9215237826415	3.12106305807515	754.833815187012	2.24128962664187e-17	3.48713714507131e-17
PHYH	15.565246640319	5.329890966743	745.84381796785	2.24712279260562e-17	3.49579368635124e-17
TRANK1	14.912094433322	6.83743847707897	745.388396868686	2.2495317258622e-17	3.49912179649635e-17
BAZ2B	10.8767595515507	8.16730305537089	744.936169168489	2.26105956013732e-17	3.51663175925971e-17
CGN	13.5404374641367	7.25375428898256	744.840564081462	2.26475569205721e-17	3.52195831862096e-17
ACADSB	14.8430065767137	6.02166007753093	744.482890846031	2.27943379393127e-17	3.54435979530777e-17
SMARCD3	19.1921795202446	1.66616083301976	737.593993138765	2.28982685709408e-17	3.56009376835458e-17
TMEM182	15.757280031421	3.05127887925308	755.327163236236	2.29178990845216e-17	3.56249205055964e-17
TIMM17B	16.729075932333	2.76084199219147	758.123846854741	2.29191837754627e-17	3.56249205055964e-17
RASGEF1B	15.0901700972782	4.80711708885926	744.588636397138	2.29557218588564e-17	3.56774415047416e-17
VAV3	12.7731291481701	7.47829813449982	743.746581593782	2.29720756847613e-17	3.56985836102152e-17
SLC1A4	14.319211883556	5.36396659762769	743.858421727025	2.30371382480068e-17	3.57954049228877e-17
WARS	12.3986397142415	7.32051299237749	743.507243981233	2.30465278792807e-17	3.58057080853703e-17
ZCCHC11	12.9532331594833	6.31489209010541	743.538941420171	2.30555383827745e-17	3.58149086579562e-17
PIDD	17.3115117915268	1.95568696621093	758.936194000373	2.30579687761678e-17	3.58149086579562e-17
NCOR1	11.1381743516076	8.68578317711117	743.340642851003	2.30908012191298e-17	3.58616140987299e-17
UTP14A	12.4640112485233	6.10482180910921	743.392278001902	2.31216138552222e-17	3.59051718385892e-17
SPECC1	13.8338465203184	6.95401959598406	743.075992158341	2.31849658064085e-17	3.59992428761067e-17
KIAA1549	12.392457740037	4.73524382199858	746.869844388071	2.32171178513655e-17	3.60448531809657e-17
DNAJC22	16.7357784273804	3.37493422693632	749.50487288523	2.32350966437876e-17	3.60684510632364e-17
ETNK1	11.903892253696	8.03252184512168	742.845439069283	2.32443239464465e-17	3.60784597585421e-17
ZBED1 (NC_000023 2404454..2419008)	17.9621985071145	1.8519733653514	755.167551294399	2.34423522530908e-17	3.63814767299851e-17
TRPC4AP	13.2521027994338	6.2691542217182	742.215060734997	2.34662868345071e-17	3.64142679130879e-17
CLN5	14.918841933562	5.01934844182549	742.65834157105	2.34814006026474e-17	3.64333650235219e-17
CCDC86	15.1979972549692	4.22421308062304	743.94832061876	2.35082711726785e-17	3.64706970535734e-17
NOS1AP	15.780499991434	3.49082564849718	747.804149141592	2.3537551055096e-17	3.65117575169225e-17
FNBP1	14.8419964804655	6.09859395075222	741.890308932035	2.35854566697515e-17	3.65816971936789e-17
THNSL1	15.2595678954905	3.8679270036512	744.977466842422	2.36444746422354e-17	3.66688536720723e-17
KBTBD7	15.5645588928571	3.88614752632819	744.659268977917	2.36856268673436e-17	3.67282856763742e-17
KRBA2	17.2420986333191	2.67216863574676	755.445438860759	2.37290488438193e-17	3.67889272163355e-17
UPF3B	14.1244486849309	4.7551197380141	742.249140431513	2.37304028550089e-17	3.67889272163355e-17
NEU1	14.536741710814	5.22420269458612	741.644120521926	2.37427849203206e-17	3.68037269175732e-17
MAP4K2	16.9017478468076	2.75223832504448	754.717847612809	2.37735642303319e-17	3.68470372755526e-17
SLC37A1	14.1361852687784	6.06006760921188	741.233044871881	2.37863026352517e-17	3.68623787346784e-17
HAUS7	15.5390415664713	3.8936193306628	744.13303639644	2.38474821414047e-17	3.69527782608992e-17
PRCP	15.2441663854841	5.21870156264115	741.34597931267	2.38525889953155e-17	3.69562794043452e-17
AGMAT	14.9324636768281	5.18733697683448	741.098700854739	2.39265410179396e-17	3.70664330236141e-17
METAP1D	15.9059709616549	3.11883494242706	750.659409935162	2.39322964882955e-17	3.70709244685031e-17
WWOX	16.1659056749726	3.01666493209722	752.01285856816	2.39557443814392e-17	3.7102816984093e-17
MED27	17.0785862642113	2.29707843952906	758.948957264927	2.40477163810875e-17	3.72408198198467e-17
ZNF362	16.0190135292197	3.64869104204158	744.619620878531	2.40853983039891e-17	3.72947249567496e-17
UGGT2	11.6332870337705	6.8915128393568	740.073842862061	2.41240446140197e-17	3.73501103477707e-17
L3MBTL3	14.8585135066092	4.65757637448621	740.927855241722	2.41574419715735e-17	3.73973567925874e-17
TTC21A	16.9509621303102	2.1822450403866	758.299961813415	2.41908291187781e-17	3.74445761636995e-17
C11orf1	15.3479107917795	4.24335752808693	741.625308730769	2.41997385325007e-17	3.74539001208355e-17
TUBB	10.860852912174	8.7791733092336	739.731991039361	2.42194406417853e-17	3.74799237021261e-17
KBTBD3	17.4828721317982	2.36416035494185	756.825438871587	2.42333928522036e-17	3.74970440902182e-17
KLHL31	15.9812970513968	1.93365497662201	714.890273249378	2.4280832006105e-17	3.75637764162703e-17
CACNA2D4	18.9236336912048	1.6664798184644	735.929972074123	2.4282308662648e-17	3.75637764162703e-17
C10orf25	18.8889688312591	1.2967926530515	716.685473560543	2.43185224017918e-17	3.76153142954184e-17
MRPL12	15.5222228421921	4.52141622312069	740.618820446605	2.43435645146736e-17	3.76495619442265e-17
PNPLA4	16.9765864043899	3.48759643529041	745.057825450455	2.44693449537085e-17	3.78371756292618e-17
AMOTL2	14.3356448163777	4.4981679272548	740.428608152124	2.44707028455215e-17	3.78371756292618e-17
CIRBP	13.8377767034321	6.65508481535979	738.999985026367	2.44747871842821e-17	3.78389830690646e-17
ZNF239	15.1078823553801	2.84686216545479	751.94322384392	2.45206629150031e-17	3.79053935176066e-17
SIN3B	14.5947095733346	4.28955769463845	740.680335164179	2.45539214844631e-17	3.79522861673035e-17
SAFB	12.3825803705933	6.94797698038405	738.610075952593	2.45959062403244e-17	3.80126538572482e-17
TDRKH	14.9089329165489	3.90659594515675	741.660745726206	2.47489119002575e-17	3.82445681097086e-17
NAA38	12.619308186436	6.55711263794906	738.118304090005	2.47648990724825e-17	3.8264717269256e-17
CAPN2	13.2419897006071	8.27670973789061	738.04724856407	2.47693795706494e-17	3.82670845670109e-17
NBPF16	17.6145061233235	1.86146387207581	751.903766021789	2.48625838735668e-17	3.84065075095244e-17
C19orf44	16.0106951035228	2.20193362560968	745.170739810673	2.49458084912934e-17	3.8530482971379e-17
ZNF506	13.7976237422772	5.94174135326562	737.545393437405	2.49817026523038e-17	3.85813325469122e-17
ALDH9A1	13.8480348748259	6.62334631493643	737.442968022122	2.49863923180294e-17	3.85839840447001e-17
PLCG2	17.3333118083412	4.19906129161064	740.442764812889	2.50316444124487e-17	3.86492639577887e-17
ZNF860	16.0996284903701	2.76888487465421	751.973861959625	2.5039635669985e-17	3.86570038492608e-17
ATP6V0E2	17.9845747750362	1.93920426317772	752.042982329325	2.50846420134979e-17	3.8721880196621e-17
C19orf54	17.2137284477892	2.0876436758949	754.649686665955	2.51077538066268e-17	3.87529476342263e-17
PHKA2	14.7442597385184	4.55141105934307	737.92504892816	2.52049585775818e-17	3.88971798549343e-17
NUSAP1	12.8071441233104	6.13954464627837	736.841798215626	2.52071946806266e-17	3.88971798549343e-17
UBA7	14.049564192912	5.89797771558538	736.861785964384	2.52124928330611e-17	3.8900730442261e-17
RFXAP	15.1181778901777	3.41826354239603	744.920815805072	2.52250828950798e-17	3.89155296440319e-17
ZCCHC14	13.6089586271669	5.86120423538246	736.821349018117	2.5230968244231e-17	3.89199829857231e-17
RPS6KA6	16.4902322346035	4.5370420938213	738.026921256485	2.53044214095783e-17	3.90286494919686e-17
TPRN	15.8495802355882	4.77861851250256	737.245792332704	2.5358192232371e-17	3.91042367093787e-17
KLHDC4	14.7192805826637	4.58881156074287	737.384558739671	2.53594545329255e-17	3.91042367093787e-17
ZCCHC2	14.693431190971	5.49392596850547	736.434818420447	2.54039937546899e-17	3.91682626445854e-17
SERPINB9	14.829539993657	4.75912064491217	736.959649821691	2.54148684747515e-17	3.91803750960684e-17
FAM18B2	17.805885076702	2.17753123997755	753.147470697348	2.54198922033799e-17	3.91834656659938e-17
GDA	14.1595081264138	6.24585405223203	736.042924377107	2.54676459485314e-17	3.92524138185476e-17
MCM8	13.3646803329338	5.63048675810017	736.123664513019	2.54941572471254e-17	3.92886092270767e-17
KHDRBS3	15.2618545567078	4.12293436608015	737.906836003735	2.55648512197798e-17	3.93928771199717e-17
MAFF	16.3913206601422	4.24108367731762	737.63884210792	2.56223084707766e-17	3.94767262158369e-17
FANCM	14.4680171642622	4.59668932808839	736.631740192882	2.56291152408211e-17	3.94825266125361e-17
CEP85L	16.6507503793748	4.55442691390386	736.902855718293	2.56981034498736e-17	3.9584106892465e-17
FAM213A	14.6666176217424	5.64022003358232	735.487155221866	2.57056249649366e-17	3.95909939978536e-17
DHX58	15.9893551635291	3.00587678550903	746.789774171194	2.57726544056744e-17	3.96895208271532e-17
TRPC6	17.9487689477985	2.72070477097641	747.573257918194	2.59230381779102e-17	3.99163735331708e-17
UAP1	13.7435527885734	7.20733099562756	734.584640598818	2.59479699127014e-17	3.99500239023668e-17
ARHGEF25	18.2509928592525	2.79901302541692	746.739280070557	2.60010468505392e-17	4.00269940781816e-17
ABI3	18.4727717641308	2.55972411956505	746.747338046702	2.62551087101458e-17	4.04133130869286e-17
HMGCL	16.2734828872769	4.78704721398835	734.672468405261	2.62880021052462e-17	4.04591461311503e-17
CYTH3	16.2408457906866	4.13392992412331	735.805388324233	2.63394164493818e-17	4.05334700138163e-17
CHEK1	13.4970554648402	5.62874462802743	733.613062048103	2.63566474041889e-17	4.05551780271449e-17
RTKN	13.6722732500349	5.0298634149598	733.986714269353	2.63858452068795e-17	4.05952921929931e-17
AGAP5	15.7515916820746	3.41279751194949	739.744738657197	2.64383453261608e-17	4.06712438056467e-17
MICALCL	17.8807680056264	3.48513939754723	740.16205120301	2.65625662631374e-17	4.08567065046414e-17
PPP6R1	13.3640068873767	5.98471293371547	732.910678888266	2.65679125498097e-17	4.08567065046414e-17
ZNF496	15.8170389818337	3.36775987676541	739.760672743417	2.65683490946277e-17	4.08567065046414e-17
CTSC	13.0453090278605	7.37023934787949	732.701402921186	2.66023051049332e-17	4.0904077473869e-17
FHIT	17.7466345575873	1.56605574417371	732.472556602573	2.66080035579836e-17	4.09079931508019e-17
ATAT1	15.6415567671222	3.32885485100927	740.483003401211	2.66390895628619e-17	4.09509349089641e-17
COL13A1	18.8376210919943	1.99347259724144	740.51463960285	2.66702921469346e-17	4.09940456862937e-17
ILF3	11.0617872544286	8.13533562436382	732.080515036967	2.68190251511439e-17	4.12177770795378e-17
DYNLRB1	13.1173755495001	6.87950626405842	731.84960824995	2.69188506701529e-17	4.13662991768784e-17
TSGA10	14.8544222659707	4.21430694562853	733.756632083263	2.69633072701616e-17	4.14297105551589e-17
PLXND1	14.2228464885333	5.34096125338521	731.838328237684	2.7028859361995e-17	4.15255167683869e-17
CENPK	13.9175754024911	5.22463148159911	731.79300392391	2.70802799038451e-17	4.15995920075756e-17
SPA17	16.6657244253232	3.52627555703163	736.68193732031	2.71010736301787e-17	4.16266076504248e-17
ATIC	12.962602648292	5.97244692607523	731.286906382051	2.71553801932409e-17	4.17050857328214e-17
WNT4	18.8625606883874	2.03870503849567	739.586998674155	2.7207654210324e-17	4.17804240411494e-17
TMOD2	16.8287152740957	4.49209923907238	732.774310401396	2.72574686906943e-17	4.1851968074828e-17
ACP6	15.2037750842628	3.76354402056152	734.984869271482	2.72873253355159e-17	4.18928549242561e-17
ARHGEF1	13.8453905088829	5.42515242673484	730.889975677817	2.736474525813e-17	4.2006744968098e-17
HNRPDL	10.9871884794162	8.83958408231756	730.363096125277	2.74432760215685e-17	4.21223130893966e-17
AP2S1	16.2765797543837	4.03387923489579	733.044644785861	2.74531666521144e-17	4.2132511526285e-17
MIEN1	16.4516719900498	3.703376215355	734.46657712045	2.74661135495712e-17	4.21473974651081e-17
CASP7	14.3185087768339	7.04238099205186	730.302047957582	2.74821762829302e-17	4.2167060642647e-17
PTBP2	14.3277583591034	5.01226867205089	730.687418144377	2.75352035181784e-17	4.22434286598626e-17
CCDC9	14.7407570674879	4.71788153827386	730.856920227435	2.75937121730777e-17	4.23281870103269e-17
SERPINB6	12.5974706434467	7.30467617908634	729.728117098045	2.76860358280672e-17	4.2464790712891e-17
UCK2	14.0361816866956	5.82842001320537	729.842647619215	2.76972489615993e-17	4.24769696647285e-17
THUMPD2	13.956805880172	4.48611083008711	731.452965590459	2.77047795629928e-17	4.24834988123917e-17
ERGIC1	12.8351530400257	7.69645388554311	729.633819870065	2.7718540102139e-17	4.24995784980109e-17
EFNA1	14.6335379631526	5.15658101097853	729.938348968509	2.77673710709159e-17	4.25694199302407e-17
SRPK1	10.4734120733419	8.51134888667221	729.452418842978	2.7781137923419e-17	4.25854953475913e-17
ZNF670	17.1986778768749	2.24043828709718	747.589093884104	2.78313062270787e-17	4.26573598867802e-17
POLR2J3	14.8660236264953	4.33296679422997	730.961817130568	2.78435992751766e-17	4.2671162474025e-17
MAP3K9	15.6618540994909	3.72655566009767	733.222394016327	2.78659021815978e-17	4.27003004031827e-17
AQP11	20.361648502601	1.48505195359167	678.982595440784	2.78874725655912e-17	4.27283091050417e-17
IL7	15.7451215946226	3.71323397556008	732.987985256842	2.79617554162691e-17	4.28370660467134e-17
TIMM8A	16.0752740766466	3.07117109902627	739.419620578417	2.80396472051923e-17	4.2951325513536e-17
IRS1	14.228441587875	5.56371308018535	728.784663095373	2.81232972541693e-17	4.30743775149709e-17
