	logFC	logCPM	F	PValue	FDR
ZNF592	13.9316417925455	5.97725194367208	1502.46309990555	2.21750774262359e-20	8.38363908870131e-20
ZNF461	17.6333573416124	2.23822405518625	1546.30383435089	2.2204565471608e-20	8.39234290203844e-20
FAM134C	13.9703872698838	6.00038169607909	1502.08825218905	2.22296643382003e-20	8.39938321529843e-20
CAPZA1	11.640942111111	8.54352772887962	1501.5297722859	2.22581983523699e-20	8.40771700859748e-20
ZER1	16.3474518229986	4.54561817559345	1505.18443793866	2.22780271428907e-20	8.41275863507649e-20
FEZ2	14.4805848359884	5.97786700381742	1501.70411814765	2.22912544014555e-20	8.4153051447496e-20
CDC16	12.2408090855362	6.42054432026743	1501.43010465003	2.23097062758345e-20	8.41982197598303e-20
IRAK4	14.3106071434456	5.22252877921395	1502.00881679195	2.23438692669831e-20	8.42661307142218e-20
DHX35	15.3206869240006	4.46614550813346	1504.24343300928	2.23451779146921e-20	8.42661307142218e-20
ARMC7	18.6579539557718	2.48926066364666	1532.89837236879	2.23471778964752e-20	8.42661307142218e-20
LRWD1	17.3642376641953	2.18587298107066	1547.05087101892	2.24070137601565e-20	8.44672180055392e-20
USF1	14.6530487526881	5.37846106140163	1501.25625826251	2.24235156943431e-20	8.45048810095467e-20
DNAJC9	13.5821830230214	5.87241797911263	1500.41380983235	2.24860845391426e-20	8.47017602187312e-20
TNFRSF21	14.5055110711835	6.47680542578101	1500.16851048725	2.2488810055763e-20	8.47017602187312e-20
MAGEF1	14.091771364584	5.74534560560306	1500.3718910839	2.25024023984411e-20	8.47243811530664e-20
ZNF597	16.7002991445831	2.59645367156276	1540.60107169553	2.25162404295665e-20	8.47243811530664e-20
FEM1C	13.7817262767748	6.78913391305932	1499.91100130578	2.25190207911284e-20	8.47243811530664e-20
SPG11	11.8733834940965	7.82155412925489	1499.77522314698	2.25209272654349e-20	8.47243811530664e-20
TFDP2	13.3787958048951	6.25503499053016	1499.81621748971	2.25458162547029e-20	8.47712017481186e-20
ZNF551	15.5346877768641	3.87160082300878	1507.83581648918	2.25464356602593e-20	8.47712017481186e-20
NUDT22	18.1340498145596	2.77958387930493	1530.78647878102	2.25789023667147e-20	8.48686863068609e-20
CLTB	15.1870099299023	6.56435091043339	1499.58523948651	2.25898637683459e-20	8.48853045307937e-20
SELRC1	14.7905117407773	4.61029624576871	1501.34108173526	2.26869160867614e-20	8.52253209522653e-20
C4orf27	16.3389198165481	3.51608717078565	1511.99027218169	2.27212139775541e-20	8.53294664973016e-20
COA4	15.6567316080808	4.35938959438437	1502.30808488114	2.27357414040824e-20	8.53593253351419e-20
ZNF613	17.0992341061121	3.54003266963101	1512.48063417528	2.28020268588379e-20	8.55834316370322e-20
MKKS	14.6600916878812	5.53399868366856	1498.23462581404	2.28581803330634e-20	8.57693907322433e-20
CNEP1R1	16.2212487318407	4.18058991603174	1502.89011092374	2.28884509084199e-20	8.5858151543463e-20
ATM	12.2916367676526	7.472426257696	1497.2675194784	2.29031561893062e-20	8.5884113981342e-20
PLCB3	13.4783039828585	6.5180645540494	1497.33841092937	2.29096722163233e-20	8.5884113981342e-20
RPAP1	14.6034777882209	4.40214410806974	1501.14368888838	2.29152235701816e-20	8.5884113981342e-20
COX16	14.5861756256535	5.58762538495789	1497.71454946342	2.29241528448786e-20	8.58927770709235e-20
RECQL	13.4369683557525	6.1699028618626	1497.2322364982	2.29384598513806e-20	8.59215787622131e-20
ITFG1	13.5943389524583	6.74780061551044	1497.04102376253	2.29515299044607e-20	8.59457318609333e-20
AKT1S1	15.5637918192945	4.0298354351147	1503.17882585323	2.29727232684869e-20	8.5980746135011e-20
ST7L	14.910821109163	4.76460887405951	1498.86169616544	2.29741295628491e-20	8.5980746135011e-20
ISPD	16.9491381203887	3.2021979459484	1517.23579910725	2.29888796742527e-20	8.60111471006415e-20
UBE2H	11.5294265806444	7.79891196165504	1496.53288916713	2.30103527697221e-20	8.60666768294591e-20
KDM2A	12.4421034619198	7.2732700282691	1496.34348922915	2.30445291511912e-20	8.6169675555549e-20
TMEM208	15.5021526677407	4.99003554717233	1496.82593783242	2.32227707903054e-20	8.68111584353035e-20
HCFC1R1	17.255177742482	2.96096932885514	1521.95738417942	2.32580295978817e-20	8.69049651356433e-20
AMMECR1	13.7428930173925	5.61904550541756	1495.43912073314	2.32645784712993e-20	8.69049651356433e-20
ESRP2	14.4152419947191	6.04925997437978	1495.20018710999	2.32679523727838e-20	8.69049651356433e-20
FNDC3B	11.5353525171202	8.21941153931718	1494.50305611555	2.33199822066132e-20	8.70580756458179e-20
SERTAD2	15.3264638400593	5.36218062886541	1495.496054584	2.33223614315825e-20	8.70580756458179e-20
ULK3	15.6833048833781	4.66663412213661	1496.92322292408	2.33558555994518e-20	8.71343469168709e-20
LRCH3	13.9277037690822	5.44392195265865	1495.00880235443	2.3356221043516e-20	8.71343469168709e-20
MED30	17.5489250849425	3.0323353451428	1519.25956358449	2.34805668233519e-20	8.75730680460588e-20
RGS14	17.4060011922113	2.14823032214055	1539.09166825378	2.35325084988615e-20	8.7709422673428e-20
ZNF233	18.4077926501014	1.34682315261478	1454.48788697715	2.35332288783088e-20	8.7709422673428e-20
RPL28	11.9335449156127	7.53746094580133	1493.15465567679	2.35374003522267e-20	8.7709422673428e-20
ZNF319	17.6979479600465	2.06696366268234	1535.63099664212	2.36040304154422e-20	8.79324657755522e-20
C22orf32	17.7208325588751	2.9092225948463	1520.88780609665	2.36200988167114e-20	8.79670767696119e-20
STIP1	12.4734356249495	7.16565633435809	1492.3552132232	2.36659678543647e-20	8.81126209930576e-20
NUP43	13.4161893430493	5.7915759155398	1492.5881989975	2.36924258713134e-20	8.81757766207421e-20
GCDH	16.0172955711617	3.73149603803941	1502.00103742783	2.36965181333807e-20	8.81757766207421e-20
C11orf48	15.3669942030736	4.55684542656212	1494.70463914827	2.37411714478297e-20	8.82931709283411e-20
PTP4A2	11.9988707729599	8.46634571421489	1491.80815096604	2.37416724354658e-20	8.82931709283411e-20
STK4	12.5433053613065	7.27647625174892	1491.48784440511	2.3800619921857e-20	8.8475369172309e-20
EXOC6B	15.575388201849	4.60471199563343	1494.19572877678	2.38045597694519e-20	8.8475369172309e-20
PPP1R16A	16.4276539758297	3.75614056675058	1501.2647937538	2.38111152260479e-20	8.8475369172309e-20
VPRBP	13.7597900034478	5.7696107873118	1491.75854906404	2.38233290244349e-20	8.84954171173841e-20
NEDD8	14.7614722995898	5.51994897525209	1491.33313165004	2.39342821236702e-20	8.8882130953681e-20
PSD3	13.21046126858	7.03497295280702	1490.58388195073	2.39500203787466e-20	8.89151357253297e-20
STEAP3	14.6930415967167	4.78619027373374	1492.46860546485	2.39584425837071e-20	8.89209683425607e-20
DTD2	15.0917288652437	4.61873529896632	1492.93812699079	2.3975752006501e-20	8.89597728108566e-20
RBFOX2	12.8048719321117	6.65487787520251	1490.35315629737	2.39952537613252e-20	8.89782691272682e-20
SUCO	12.0236082536262	7.26759898847533	1490.26701573287	2.39971282720841e-20	8.89782691272682e-20
ANKRD52	13.5896795324579	5.60655501230164	1490.76499480242	2.40019117051461e-20	8.89782691272682e-20
MED17	14.1641959477576	5.38110835429694	1490.95234490684	2.40081592174816e-20	8.89782691272682e-20
SRF	14.991403761092	5.07896853375175	1491.32243550423	2.40265044925751e-20	8.90208397970689e-20
ACAA1	15.2431270769116	5.79719297072347	1490.05863519082	2.41157932738514e-20	8.93261646407869e-20
YBX1	10.1966225530606	10.0994161061211	1488.78098968317	2.42251067735489e-20	8.97054667086708e-20
SLC45A4	17.2179075004572	2.90471406129529	1516.88924890934	2.42796674981358e-20	8.98797022728498e-20
C18orf21	15.7339750786362	4.18272727698377	1493.4395443695	2.42860093898516e-20	8.98797022728498e-20
SLC27A4	16.6489612007004	4.11484459304018	1494.77754973641	2.43557030889021e-20	9.01119356872465e-20
ZBTB1	12.3376286661379	7.25645740054795	1487.90760148657	2.43777305595953e-20	9.01677301034446e-20
FLYWCH1	16.3579597890952	3.0471956563468	1513.34863430656	2.4441225430268e-20	9.03768275952844e-20
RPUSD3	17.0232003894807	2.11751152372486	1532.10138029802	2.44607206257234e-20	9.04231538026956e-20
PDE12	14.30825015167	5.76088814344708	1487.58556774822	2.44932680719462e-20	9.05176897226054e-20
ALG10	16.011372199425	3.60656944708981	1499.0267656673	2.45102249522061e-20	9.05545714929358e-20
ABHD10	14.3171874113569	5.4283211394506	1487.422982028	2.45744473791731e-20	9.07660081201731e-20
PGAM5	13.9788312503418	5.57244796619845	1486.16727543543	2.4753909851966e-20	9.14028438033193e-20
KLHL22	16.8023784321296	3.17921287806134	1506.37438351192	2.47695151767175e-20	9.14344532077977e-20
RNF214	14.7726803031998	4.80142356815899	1486.89293163984	2.48553016179753e-20	9.17250382996022e-20
CTNNBL1	14.512144394606	4.89117826730949	1486.47539211381	2.48909295988966e-20	9.18304079772822e-20
GRINA	14.7817627157608	4.4529721785392	1487.84224439516	2.49526151725328e-20	9.20318250424279e-20
ATG16L1	13.4176386115573	6.16582649799949	1484.42066569154	2.49823093004745e-20	9.21151682985393e-20
ENKD1	17.7932071024476	1.82075310410757	1516.40336717391	2.49926829462725e-20	9.21272456573903e-20
RPUSD4	14.6647187431096	4.57610738611293	1486.82452412209	2.5018341753512e-20	9.21956438440748e-20
DGKD	14.5188721250579	5.86337433089039	1483.42880355014	2.51789311732789e-20	9.27610978421762e-20
C15orf57	16.4181636913988	3.95930213729103	1490.30358595799	2.52395954311153e-20	9.29072945356665e-20
DDB1	12.4738557694837	7.7000840037272	1482.64456975916	2.52455558041164e-20	9.29072945356665e-20
ESCO1	13.3259577711351	6.48571707512657	1482.75979467446	2.52478614799117e-20	9.29072945356665e-20
DGCR6L	18.0867358344198	2.1938921554235	1521.69806732823	2.52495944821225e-20	9.29072945356665e-20
DDHD1	13.849020550466	5.76199463062242	1483.02705280341	2.52544059728663e-20	9.29072945356665e-20
COPE	15.4339964780666	4.98820147219213	1483.91300001033	2.53037572560788e-20	9.30624724926741e-20
THOC1	13.7743431661369	5.74927317854441	1482.68478304312	2.53124996714825e-20	9.30682530414082e-20
NDE1	13.4127045580037	5.05220843033356	1483.97901861417	2.53296310419638e-20	9.31048658435707e-20
TBCC	16.2589424357281	4.10968667944522	1487.59348528756	2.54300723061187e-20	9.34475958270426e-20
PTS	15.6203865635805	4.69269633636355	1483.5427271807	2.55129775176592e-20	9.37257105014715e-20
ALKBH5	13.612763943634	6.54951964730114	1480.40927943325	2.56484646071157e-20	9.4196780457203e-20
RALA	13.8574364507466	6.28324248424925	1480.20459588492	2.56921103587552e-20	9.43303819932912e-20
LRRC37B	15.7407355394462	3.75388345148806	1489.44541322665	2.57138206764359e-20	9.43833932577664e-20
VAMP3	13.9279278784352	6.41542202977402	1479.9826908378	2.57290606133668e-20	9.44126315241412e-20
DPF2	15.1873634581654	4.09561825232577	1485.55205539214	2.57491802623257e-20	9.44597542749366e-20
FAM174A	17.3107585965876	3.05725423080069	1503.93252180311	2.57589360732302e-20	9.44688418464129e-20
AP3M2	14.6177946232285	4.30187162988383	1484.31212839165	2.5768620491689e-20	9.44754737921658e-20
POT1	14.5174208016064	4.90284727905431	1481.18518361985	2.5780636679462e-20	9.44754737921658e-20
CNNM2	17.1684472397606	4.36105675151939	1485.77340243493	2.57825817221551e-20	9.44754737921658e-20
ANKRD32	15.0454141752223	4.47919984492906	1482.54878553796	2.58048274589439e-20	9.4514508921572e-20
LMLN	15.4631965269657	3.76433472640827	1489.15249573405	2.58077987224017e-20	9.4514508921572e-20
PPP3CC	16.0976303294893	4.4701066547137	1482.72408596456	2.58639925460138e-20	9.46935851212166e-20
EDC3	14.907588156301	4.30872622624547	1483.12621308266	2.59018870381956e-20	9.48055814632657e-20
RUFY2	14.1107168382858	5.56516882586095	1479.3323210653	2.59155586463763e-20	9.48288795239128e-20
ARSK	16.6950801558806	2.95917008131195	1505.91353435399	2.59477707285834e-20	9.4919987679336e-20
VPS51	15.3390094890237	5.21826291011718	1479.59629468848	2.59637139767699e-20	9.49515479584379e-20
ZNF607	15.9517545888178	3.42933584974496	1493.65599034838	2.6035585134218e-20	9.51875660442298e-20
ZFX	13.0656343861357	6.67043814452697	1477.92675667997	2.60757235470452e-20	9.52784347442864e-20
ZBTB24	14.4537081078112	5.30347185519811	1478.66545719006	2.607870935215e-20	9.52784347442864e-20
METTL21B	16.6868688907152	2.48466489660964	1520.9869983471	2.60824623350373e-20	9.52784347442864e-20
SMARCC2	12.1201389565671	7.21925661135194	1477.73183197168	2.60972890657433e-20	9.53057723084645e-20
PSMG4	15.5160544406683	3.58661745883648	1490.71943488929	2.61186950965392e-20	9.53571149530189e-20
ACAD11	14.7703502715131	4.65856270310971	1479.82350516559	2.6152450184006e-20	9.54535013886992e-20
SH3BP2	13.5698864250022	5.99270618148406	1477.47490311396	2.61844674504226e-20	9.55263199620313e-20
ELMO2	14.3799260224921	4.59914142939588	1480.1062735861	2.61871212285159e-20	9.55263199620313e-20
UBE4B	13.0002535672299	6.70337545258072	1477.24773040336	2.61947351021265e-20	9.55272455438326e-20
ZNF623	14.3945415329615	4.95771799851904	1478.51184281858	2.62179581989049e-20	9.55850785010075e-20
PWP2	14.694494678289	5.12187415326237	1477.90288400793	2.62609831308934e-20	9.57150519673871e-20
HSPBAP1	16.2612657832442	3.09269219258361	1500.64019430126	2.63121834362568e-20	9.58747413866303e-20
SNN	17.3472165079099	2.75307527557477	1508.86231894706	2.63317688862386e-20	9.59191772030565e-20
BCAS3	14.8678626335717	4.36235719338838	1480.01469722252	2.63785307976869e-20	9.60625564599265e-20
NKAP	14.9435175583499	4.60109081901283	1478.61837897696	2.6398307742758e-20	9.61076118354154e-20
DHDDS	15.6444147378368	5.92762283964125	1476.48047529697	2.64181942159527e-20	9.61530405857684e-20
DNMBP	13.0499539580108	6.67552746900459	1475.63266720322	2.64810643065006e-20	9.6354845425868e-20
TADA2A	14.587221693234	4.70347843598904	1477.73836345973	2.64962012994233e-20	9.63829026528068e-20
CMIP	13.6680400734406	6.22789066459694	1475.22240272725	2.65697637759444e-20	9.66234138548565e-20
METTL9	12.8194704591139	6.89662458090007	1474.75667448272	2.66314193386539e-20	9.6820501847728e-20
GNL3L	11.9706870530339	7.10681356493934	1474.62777202318	2.66508817007372e-20	9.68607316151992e-20
MAPKAPK3	15.5399208017251	4.22394566609702	1479.14565717923	2.66574106887658e-20	9.68607316151992e-20
SLC44A1	12.5025790074156	8.66012337123437	1474.42860948434	2.66719699255331e-20	9.68865092816943e-20
ZNF490	14.8663557115181	4.55971886337588	1477.05493504336	2.67084844638445e-20	9.69723834005582e-20
ZFYVE16	12.4504626074514	7.03128685356049	1474.2837664616	2.67105532519451e-20	9.69723834005582e-20
