	logFC	logCPM	F	PValue	FDR
GRAMD2	15.3204695296922	1.77261637118477	229.252057949925	5.31691839226437e-13	5.74351092910522e-13
B3GALT5	17.9432166870982	4.994210396033	270.285379734929	5.33638447482787e-13	5.76405909610444e-13
TCF12	10.2556758556005	8.04237392892702	266.683210512828	5.4009095440468e-13	5.83326994858812e-13
ZNF625	18.8215199902375	1.61077022768357	263.061759674325	5.4090431669775e-13	5.84156858580471e-13
NT5C1B-RDH14	17.359291511833	1.97377699798644	266.039008519679	5.43498342228293e-13	5.86909475312506e-13
OLFM1	18.8436122153413	2.8628090905969	269.37567966443	5.44859604125365e-13	5.88330515968645e-13
LRP5L	14.9613118176518	3.07000814393097	265.971843471095	5.46392932996433e-13	5.89937099855312e-13
SMOC1	18.672728834656	1.72724608797919	264.146718057323	5.483432577674e-13	5.91993606934211e-13
FADS1	13.6498437828412	4.66029320694465	267.355339241217	5.51427536078922e-13	5.95273890939726e-13
WDR78	17.3613711607231	4.12710092377587	269.6178210929	5.52809690789911e-13	5.96716315432656e-13
PMFBP1	14.3866334761969	3.7693830222354	265.74588851016	5.55623870747751e-13	5.99704134589194e-13
ELOVL5	12.6580173747476	5.78086320118446	268.381235810168	5.60344093567782e-13	6.04748544022637e-13
DQX1	16.7084236553397	3.62185612200856	267.603821938335	5.61356569812612e-13	6.05790880485399e-13
VASH2	15.6072871467907	1.75865469568696	236.535118105742	5.65196810657473e-13	6.09884386890866e-13
MPEG1	15.9670900324682	6.46689210802088	267.84936431488	5.703144792563e-13	6.15355526333654e-13
FGFRL1	11.7979202863673	5.70243156050359	266.19915729426	5.72666721935267e-13	6.17842176558423e-13
RAI2	17.0791414349934	2.58190223102545	265.69697996189	5.83620720363303e-13	6.29607956910922e-13
SLAMF8	17.8007927875428	3.09783377328042	266.71134229697	5.88468005855709e-13	6.34784428856487e-13
KCNN4	12.8278568267471	5.32804344849577	265.941863837441	6.11694526540176e-13	6.59784198451338e-13
KCNH2	17.2925747867474	2.13502141962887	263.887026937528	6.1255315179353e-13	6.60655422729618e-13
MT2A	16.9662934165718	5.73387283633839	265.843505852831	6.13759476113752e-13	6.61901474073983e-13
SKAP1	14.953195839918	3.20173757789626	262.880892466404	6.15659699528119e-13	6.63895583264827e-13
ANKRD36C	11.5388232030295	7.29496828826929	265.346929395949	6.21205509750458e-13	6.69820246826551e-13
TRPV3	20.4149114750693	2.93720127001971	263.646884156828	6.39796451343785e-13	6.8980878401653e-13
LIMCH1	13.9517347046497	5.54189672756057	264.25184936897	6.46754998111748e-13	6.97253353309442e-13
RARRES3	16.4986235593107	3.71972970202653	263.135295039195	6.5395189259565e-13	7.04953622425161e-13
DNMT3B	15.3041079688265	2.4015272801525	256.825296364293	6.55215830268712e-13	7.06257475380584e-13
NLRC5	13.1208677397809	5.89431624422506	263.486632975643	6.63687740887406e-13	7.15329944276502e-13
FANCA	13.4301802518893	4.93100042332598	263.02417185166	6.6468281285206e-13	7.16342956738926e-13
PDLIM3	17.0207600844237	4.3316460216527	264.029570253351	6.6492894320573e-13	7.16548717524673e-13
RHPN1	14.9221296577863	2.48720389248535	253.432467061346	6.6570900888836e-13	7.17329782180326e-13
MS4A7	17.6166412338986	5.1627596475382	263.659586375331	6.67500135881562e-13	7.19200088295434e-13
EGR3	17.0427753183563	2.08436755145591	261.31782938937	6.69681057141114e-13	7.2149003408604e-13
HMCN1	15.0154235335079	4.84521840379074	263.362137831319	6.70159890214327e-13	7.21945983988359e-13
PYGL	15.1720631174991	5.41983208910276	263.252869663308	6.7040041242542e-13	7.22145153362896e-13
FRAS1	15.4005688106328	4.4090172285037	263.176530254883	6.78636287069169e-13	7.30956047292178e-13
PLEKHG5	13.975388801081	4.61789438936022	261.508169649129	6.78770690109682e-13	7.31040144961709e-13
PTPN13	10.5576064032942	6.87120754715782	260.778420443651	6.85867756109587e-13	7.38622436653363e-13
MFI2	14.4834223518867	4.32994424775613	261.164289449828	6.87489487729053e-13	7.40307480397858e-13
PIGZ	15.3470174686685	4.15744111531576	261.086938095147	6.90971634303295e-13	7.43995424060268e-13
TPPP	19.3798946165586	2.78284742723023	262.023911575272	6.9315266949276e-13	7.46281915997224e-13
GHR	18.89144162591	3.88963345048778	264.058512674995	6.95733535949395e-13	7.48998470727206e-13
ZFP36	14.514565973615	6.24117011070056	262.125727226505	6.96019631601368e-13	7.49244322680116e-13
PKIA	17.2753953998783	2.84784799483449	260.665365159299	6.9879615888001e-13	7.52170786706224e-13
FAM134B	14.6716623456881	6.94089942672772	261.720862779507	7.05606466123878e-13	7.59438288732218e-13
TDGF1	12.3141865460412	4.65092412877754	260.3138735978	7.05704691006457e-13	7.59481026913168e-13
CD38	18.0802037834953	3.01627496752753	261.516252254602	7.11106052373251e-13	7.65230532605292e-13
SLPI	15.8528135722409	4.41570665522493	261.697957624788	7.15302687520868e-13	7.69682770795336e-13
SRGN	16.1639482491357	5.34819262994429	261.442709816314	7.15899907109042e-13	7.70261534806288e-13
LDLR	12.6097509342977	7.15103347472465	261.293081428041	7.16140765050305e-13	7.70456812797406e-13
PDGFD	17.8997312106397	4.13131273598853	262.330429567864	7.17520181949791e-13	7.71876870412461e-13
CTSK	13.9102636984328	5.25309521765651	260.924100862124	7.28133027558549e-13	7.83228788718914e-13
SLC6A8	14.7583351555359	5.35262057645805	260.719683618591	7.33001601736247e-13	7.88400413436211e-13
GOLGA6L4	16.3162077826939	2.21092022813834	257.139052437676	7.35426798857641e-13	7.90943356179426e-13
ALOX5AP	17.1060957117173	3.3619598720121	259.729345096557	7.4060367499752e-13	7.96445032545597e-13
SHROOM2	15.3673054476939	4.04133229696211	259.118090557723	7.43606577970071e-13	7.99608100702034e-13
FAM72D	15.8567334601128	2.37372235868967	256.655032711121	7.43771778181558e-13	7.99654283712852e-13
ACTA2	13.3160086789902	7.66826384082949	260.220857615584	7.43772749285889e-13	7.99654283712852e-13
AKR1C1	17.1210014243264	2.69445899734461	259.047532036349	7.44413830556237e-13	8.00277239028361e-13
NXPE2	16.6157130872952	4.48757856904136	260.468629380847	7.48578900364261e-13	8.04688218306091e-13
GPR183	16.8030590967094	4.30567069145581	260.01238879719	7.64843136542696e-13	8.22103442582828e-13
SDCBP2	17.5206092276486	5.63634521651641	259.557208897336	7.67634250044589e-13	8.25035188086181e-13
COL4A1	10.4676319509296	8.05044152329686	257.443817904663	7.71966949629276e-13	8.29623171254316e-13
MGP	16.1625966314552	5.19035627035015	259.172376566374	7.76679096796871e-13	8.3461814847877e-13
MAOA	14.2821156529962	8.36208677372665	258.765072013696	7.83300310795975e-13	8.41663609058777e-13
COL15A1	13.8765144109888	5.9290610799831	258.500714075781	7.91667010012141e-13	8.50583288323475e-13
ANKRD18A	13.3962199796264	4.55788969560403	257.119028420521	7.97393141687219e-13	8.56664645804025e-13
L3MBTL4	15.8930397737163	3.34661592598207	256.488867247923	8.07526738792967e-13	8.67479684058428e-13
CTSB	11.4341759848315	8.58017222488389	257.079284324566	8.17254411853183e-13	8.77856907344406e-13
OASL	18.3785757768757	3.32795585243462	258.029215327946	8.20698254318401e-13	8.81483171366975e-13
FAT1	7.96940377562716	10.6941791641535	249.887081938634	8.21312712643889e-13	8.82070144592886e-13
ABI3BP	17.8440376822413	4.32800372019291	258.308063767538	8.21609710315771e-13	8.82316103772e-13
ZNF772	18.0920925259059	2.8805643340757	257.160390643253	8.36678920505237e-13	8.98424398877924e-13
PROSAPIP1	13.2129089984194	4.09679411936966	254.769550076524	8.48854771881187e-13	9.11423402071966e-13
ZNF90	18.4112343017782	2.29815799679151	255.403790137835	8.54650376276986e-13	9.17570289825379e-13
CNGA1	16.6726442410935	2.43161728872268	255.257535620935	8.54765757656857e-13	9.17618260432452e-13
SYTL2	13.1840775728471	8.42789306865428	256.11540516726	8.6127585865125e-13	9.24530590475112e-13
MFSD4	18.3229582297874	5.59996795167131	256.051866761001	8.74929696497107e-13	9.39109537780016e-13
MDFI	13.63716712152	1.98359688167866	180.240447976263	8.76951541545495e-13	9.41201857084179e-13
CCL2	17.4435808478758	3.82674875356245	256.329875860803	8.91199169126741e-13	9.56414256333387e-13
RPL39L	16.7792046042257	1.67054545246723	244.675352536764	8.98117552664509e-13	9.63759215877029e-13
TMEM220	19.2566546675723	3.70262748053516	257.227015080586	8.98569940918921e-13	9.64164952313713e-13
RAD54L	14.7197190974028	3.66077048304468	253.270916297089	9.00836823852513e-13	9.66517412315596e-13
BMP4	11.760751266306	6.07304832052974	254.654517670727	9.09985430218505e-13	9.76252347396757e-13
SLC15A1	18.6986108553895	2.89369986102271	254.752283628857	9.13398058835893e-13	9.79832499019014e-13
GCNT3	15.1326880509239	7.00101263668467	254.313685206815	9.19653223763363e-13	9.86461090183858e-13
ATP11A	10.1999711271315	7.00834796356145	252.525196173236	9.23646245527887e-13	9.90662310611226e-13
SOD3	15.0743128398761	3.81993847413038	252.805590115673	9.41058604203222e-13	1.00925463757673e-12
ANKRD36	10.6625092815093	7.93301740786286	252.47371062528	9.45895978377663e-13	1.01435874604343e-12
CCDC175	15.8385839964273	2.72275038233999	251.818455778018	9.49032792682846e-13	1.01763851753393e-12
CCDC80	15.8251457339384	5.73270674887633	253.387238689058	9.53360393407921e-13	1.02219451020582e-12
TBXAS1	13.5992610317946	5.3090317807989	253.397687248654	9.53785678857002e-13	1.02256602724971e-12
BTNL9	15.2556960740616	3.15000097189749	251.545644788835	9.55671967803317e-13	1.02450371438996e-12
ANKRD37	14.9144052977912	3.72781466770545	251.93347266009	9.58034043777752e-13	1.02695109466398e-12
ST6GALNAC6	17.2871750473859	6.02696814408885	252.803816719293	9.75807088743615e-13	1.04591627754591e-12
ABCG2	21.6135660681863	5.34386639356541	254.874991806942	9.81550204683881e-13	1.05198514505302e-12
ASPM	10.5396870432492	7.45367863617403	251.680982609122	9.90353071600841e-13	1.06133205485157e-12
SEMA3A	13.4496965950136	5.29763715648107	252.34356928104	9.91426857890019e-13	1.06239507831527e-12
FUT1	14.7964228467837	1.75445772092493	196.561221464018	9.95879113213617e-13	1.06707793365802e-12
GATA2	17.1958077007681	2.45351258780633	251.350812933155	1.00560336977241e-12	1.07740846427903e-12
NCKAP5	14.9806480013318	3.90047562856629	250.890456916171	1.00769322694176e-12	1.07955843107529e-12
DIAPH3	12.1432979563665	5.60902136997495	251.842441589835	1.01076246893405e-12	1.08275718754498e-12
PDE11A	15.2386738524797	3.15769120235962	249.501225885042	1.02967018039261e-12	1.10292062980241e-12
ADH6	16.412569385251	4.22293119261004	251.44289498964	1.04049046560406e-12	1.11441869558303e-12
HLA-DQA2	17.9256980181973	3.06834787214642	251.138813538691	1.04471451365641e-12	1.11885053822482e-12
CP	19.5230574378281	4.93157609762217	251.911502899977	1.05066692783367e-12	1.12513251290043e-12
SYNE2	9.7090300190554	9.69803279420133	246.388048238251	1.05124457294484e-12	1.1256582222796e-12
THY1	12.9643538668715	5.23092089182814	250.700983108763	1.05506476408611e-12	1.12965563216248e-12
FAM40B	13.0397288588239	3.77746067211677	247.69951806572	1.06142877167937e-12	1.1363758168462e-12
EEF1A1	6.55987609159892	13.4686135412002	243.0924779721	1.06236122563955e-12	1.13728029920618e-12
LOC728888	14.1232872757213	4.20814707647214	249.236381953043	1.06910701018062e-12	1.14440741320695e-12
ENPP2	15.5689811262232	5.20970524230597	250.0944296965	1.07720874500945e-12	1.15298468592097e-12
ZNF695	15.544924920518	2.39487690736482	245.625865754084	1.08291240971545e-12	1.15899399403783e-12
FAM46C	15.5770500503982	6.76551998806435	249.807077706038	1.08477690131789e-12	1.1608937501818e-12
XKR9	16.5474562144748	1.79193462569423	241.786143744989	1.10743905263984e-12	1.18504835223122e-12
DERL3	17.8904482322033	3.34426639539713	249.446075059161	1.10895322576259e-12	1.18657080932998e-12
NUPR1	15.9577617855485	4.99284664914243	249.295792469977	1.11183321480522e-12	1.18955430673126e-12
UGT1A8	19.645019025	3.17327985862717	251.463518925027	1.11553585455109e-12	1.19341739665501e-12
NRG1	17.8524310101296	3.86386185821944	250.228443181397	1.11842142930857e-12	1.19640581315387e-12
IYD	12.640785502473	6.26867343675727	248.53095414473	1.13704912347984e-12	1.21623212243653e-12
CCL21	20.5272681950266	2.35744356421006	243.739476898261	1.137442677306e-12	1.21655282313593e-12
C8orf73	15.9226012777818	2.59611919666513	247.022465773234	1.13850242884586e-12	1.21758594462677e-12
PDPN	14.285371430814	3.985426888813	247.407095139371	1.14014440652028e-12	1.21924151373706e-12
TNFRSF6B	14.0666389817491	2.80777795653452	237.175191641662	1.14340061070983e-12	1.22262288073842e-12
TICRR	13.2101078780571	4.5485331678692	247.33213286049	1.14531496279522e-12	1.22456898444017e-12
RNF43	8.40746565469134	8.58529234357908	243.202329788451	1.15051196887224e-12	1.23002428698458e-12
FLRT2	17.4552271691781	3.74616800504886	249.240131944857	1.15804519157334e-12	1.23797615858911e-12
MRAP2	16.113402402124	3.36589205414683	247.022490077234	1.16151438656398e-12	1.24158254185587e-12
ASB9	15.3561944106498	2.3038008454176	239.075753054375	1.17776484735755e-12	1.25884953914631e-12
MFAP5	18.9358687631599	3.90117409571477	249.240076300054	1.18457228532614e-12	1.26602138432543e-12
PGM5	17.4374049206432	4.09083728066709	248.140644503803	1.19105015054829e-12	1.27283984388359e-12
LPHN2	15.4247121819966	5.47581911492453	247.318369709334	1.19208301844099e-12	1.27383875319822e-12
PTPRR	17.5940149632799	4.5439670706365	247.782528874867	1.19543755720283e-12	1.27731819008278e-12
A2M	12.7145324323826	9.06977597705697	247.066866063934	1.19953613472901e-12	1.28159198984588e-12
KCNMA1	16.1603052156674	5.31420812450393	247.067652148193	1.2056991355838e-12	1.28807054743124e-12
TNFRSF11A	14.123663067978	6.7416672609265	246.81079274154	1.21158142881281e-12	1.29424817815321e-12
GPR110	15.7945540195645	1.96916596776562	234.495648095243	1.2213641458169e-12	1.30459100062196e-12
WISP1	13.695908008543	2.89417875575174	231.883949390576	1.22628234542691e-12	1.30973655046871e-12
NBEA	14.9408775829682	4.69310889101785	246.689298239956	1.22648381219486e-12	1.30984393964265e-12
CCDC144A	14.8188087786564	4.83339218235266	246.572518140147	1.23000284755207e-12	1.31349407259983e-12
VSIG4	18.9770160966699	3.56506581820617	248.506645035872	1.23477402486425e-12	1.31848063091017e-12
CD163L1	17.2455377295793	6.08464422543621	245.791399332726	1.26359822137543e-12	1.34914785416517e-12
EDN3	19.5383625588656	4.69073771877383	246.609460285348	1.2874638918971e-12	1.37451623368697e-12
TPSB2	20.4775890190307	2.24821542648929	239.92029529463	1.29478909865258e-12	1.3822230392673e-12
ITGA5	14.8500920523599	4.94829509549562	245.105200945791	1.29790465977609e-12	1.38543503406809e-12
LRRC66	15.818602530441	4.78879646926761	245.059213158934	1.30383136555239e-12	1.39164698137372e-12
PDE7B	18.5310996650423	3.56873420905606	246.607772617142	1.30981620217649e-12	1.39791994803459e-12
EPHA4	14.8109126309293	5.0581680919276	244.218620375987	1.34067780647453e-12	1.43073978377182e-12
GZMA	17.6540215704276	3.31371247942378	244.245869698566	1.34360581213573e-12	1.43374659505958e-12
KCNE4	17.2097482134826	2.67753033458776	243.409198173491	1.3526078844674e-12	1.44323394709819e-12
HSPA2	16.7427239422557	4.55171641831047	244.196638576348	1.35527412341055e-12	1.445959954603e-12
CD48	17.4078390995409	4.39386474244642	244.260661472722	1.36401842984054e-12	1.45516975184123e-12
MMP28	19.2105318594435	3.71352829943151	245.613233847243	1.37090435989634e-12	1.46239563467532e-12
APOD	17.7484699436404	3.1097595164478	243.865853843173	1.38149762010002e-12	1.47357475437854e-12
PLA2G4A	16.0671256663752	4.31420850539163	243.237279434907	1.40635739271409e-12	1.49996816501243e-12
AHCYL2	14.4951624460896	8.39619275935678	242.823342363642	1.40683805382267e-12	1.50035752675139e-12
SPEG	18.5738507942303	1.61786024600918	238.639477803478	1.41420097228956e-12	1.50808597644781e-12
CNTN1	20.6041983434208	2.94699783101674	242.6194130605	1.43408563461848e-12	1.52916508804742e-12
GBP5	14.8200875557739	4.69659743164527	242.270674571061	1.44791295853738e-12	1.54378232883074e-12
MARK1	15.96798162569	2.94935222160682	240.856750957954	1.45803364440069e-12	1.55444543048107e-12
FHL1	17.5025295083224	4.96207751617608	241.825842218875	1.4816682683886e-12	1.57951313802182e-12
TBX3	11.9625562383205	5.65581422977759	241.534139881797	1.48472563783342e-12	1.58261789890924e-12
MDK	13.5388963564896	5.08369282808078	241.54780701882	1.48482457469896e-12	1.58261789890924e-12
GPCPD1	10.405145473213	7.83850975712114	240.581443343891	1.49997320857797e-12	1.59863296716485e-12
FLRT3	14.3984485938931	3.5825786570362	239.971483669735	1.50864675322714e-12	1.60774498810535e-12
RNF217	15.9205329319191	2.75777690871028	239.981189224164	1.52337060309894e-12	1.6233027140904e-12
LOC100996314	14.9934771650933	4.26640718960434	241.016440711929	1.5309547751709e-12	1.63125047425852e-12
SERPINE2	12.626334045626	5.81453227440936	240.410434296375	1.54503393986763e-12	1.64611685318847e-12
HUNK	12.6496220457569	5.5414128512178	240.443521877725	1.54569459415938e-12	1.64668555672614e-12
MPV17L	17.4722386325268	3.19484669303203	240.538917406585	1.55606781216174e-12	1.65751290401055e-12
CDKN2B	17.1276101315951	6.54291823438248	240.238831703634	1.55611331653969e-12	1.65751290401055e-12
AXDND1	16.3173354930212	2.55062812554661	239.468591469136	1.57422009693068e-12	1.67666195946687e-12
BEX4	17.6165985009361	3.59328873607715	241.128670279146	1.58312030004409e-12	1.68600298467812e-12
MRPS21	14.4681445192918	4.93529082214904	239.79025423835	1.58772740469767e-12	1.69077075693888e-12
OGN	22.0663110352665	3.68996571705761	237.583031372166	1.59281279383849e-12	1.69604703021001e-12
GSDMA	15.4155225600261	1.86241744077096	215.483350934644	1.60145818300016e-12	1.70511285948803e-12
HSPA1A	13.0606663563067	6.99647255840989	239.082804601062	1.62277035624638e-12	1.72766273921104e-12
STC1	14.7208958625852	3.40686401148023	237.311068666162	1.6684337690684e-12	1.77613204468002e-12
IGFBP7	12.2613241317777	7.22457183693092	238.260539284026	1.67470190335525e-12	1.78265857489114e-12
MTRNR2L4	18.172283789727	1.70050452140334	234.162862762765	1.68645861448958e-12	1.79502594369856e-12
APBA2	16.5891278225947	2.21256899420539	237.157535795284	1.69716919422914e-12	1.80627789847479e-12
RPL22L1	12.8322827240115	5.448745637492	237.964754622134	1.70023338595996e-12	1.80939071141148e-12
TBC1D3	14.9116664861886	2.70913796660874	233.906928744212	1.73047199020733e-12	1.84141969016159e-12
FCER1G	16.6227663590249	4.38686241926207	237.574989767329	1.74881381659292e-12	1.86078492585338e-12
IFIT2	15.0238563025241	3.9643160380756	237.093639628467	1.75100515128379e-12	1.86296383789756e-12
CD84	15.8422111103833	4.99071408980571	237.009818431679	1.76833665759941e-12	1.88124930155596e-12
HBEGF	16.8621699135959	4.41033667653669	236.591599108101	1.81890481952099e-12	1.93488776760617e-12
FCGR1A	17.7857036071649	2.2622795771563	236.054336045294	1.85452086850339e-12	1.97261320704028e-12
PLAG1	16.2429140776072	2.98564681677659	234.988988984691	1.87675931164809e-12	1.99610416339266e-12
IL7R	14.3798052043596	6.65816602861079	235.307240557796	1.8783989847848e-12	1.99768440048524e-12
CPA6	17.5083384336221	2.7946573592587	235.64171320503	1.88466980189359e-12	2.00418921415624e-12
ATP13A4	19.4303427583205	3.32345232809015	237.344859577211	1.89622800268132e-12	2.01631519308543e-12
CCL13	22.1608699058476	2.88731891653421	224.530158222226	1.91541022697558e-12	2.03654537035439e-12
FIBIN	16.0083990717861	2.56892819303485	233.885340372576	1.93478430685485e-12	2.05697620565769e-12
PRAP1	15.0809087290651	4.31991040851883	234.845042172956	1.93925967270271e-12	2.06156534458256e-12
DNASE1	14.6925056678845	3.16980200191434	232.403451653331	1.99446751664111e-12	2.12008140036732e-12
SEZ6L2	14.8762818136638	3.74747827293516	232.498196502841	2.06009274429281e-12	2.18966044780742e-12
PTPRN2	16.2114941028773	4.48071786919528	232.849045283062	2.09366518108558e-12	2.22516216715605e-12
61E3.4	11.3690669478454	6.93377448681661	232.527503640779	2.09408979623821e-12	2.22543121799523e-12
ANPEP	17.9264535478808	6.6359701712608	232.441412892981	2.10892026486364e-12	2.24100836070617e-12
FABP1	15.2826227399451	8.33755711112697	232.17316837119	2.12315601933395e-12	2.25595104174665e-12
HOXB6	11.7653332549453	5.54965383148793	232.33917286654	2.12624409463465e-12	2.25904732353169e-12
ANKRD36B	12.3491869391539	6.15337224639475	232.098783028682	2.13153624087962e-12	2.26448464192327e-12
CSGALNACT1	13.7006320095464	4.20199318322355	230.844722883248	2.18333279101525e-12	2.31932200806899e-12
HOXB3	13.1715501806625	4.93160856366199	231.483090040108	2.20291215890982e-12	2.33992936496363e-12
CDKN1C	17.4319199669895	2.11639253553525	231.290077470467	2.20322089022644e-12	2.34006578840008e-12
NCOA7	11.5141359273703	7.31318175519469	231.089870990147	2.21613143308761e-12	2.35358562065658e-12
FER1L6	16.9690733385695	5.5812439959027	231.220938022197	2.21695415354918e-12	2.35426672876083e-12
KCNS3	16.2444549647333	3.60068672727761	230.805289012994	2.28414684291155e-12	2.42542271734836e-12
KLHL3	14.3571614411936	3.67859448161412	229.524101210605	2.29813882249508e-12	2.44008047915279e-12
DUSP1	15.8365359232571	5.62553634656288	230.068785981286	2.31429071547829e-12	2.4570289731037e-12
PGBD5	17.0771860038439	2.11293142708215	229.804551645407	2.31514302152884e-12	2.45773280520389e-12
HLTF	14.3367592722738	5.58977432587466	229.926288803277	2.3250520522897e-12	2.46805026471481e-12
ROS1	19.326241330943	1.77575095443719	226.350479266829	2.33786845629414e-12	2.48145197041558e-12
SOX9	9.3991707769707	7.89514556669283	227.716993551834	2.38550978223847e-12	2.53181220571372e-12
GADD45G	17.4828197252321	2.01953141935376	228.526047581383	2.39975251004182e-12	2.54672018216131e-12
KBTBD11	15.2247207679723	6.00582037678887	229.074976493104	2.40441527741051e-12	2.55145988762251e-12
PARVB	16.097206068549	3.27054527548021	228.391200950781	2.47179506443518e-12	2.62274592391303e-12
ENGASE	11.7995541712888	5.95194955710632	228.280417457563	2.48503862523683e-12	2.63658271208607e-12
XAF1	11.2774149197954	6.63594991730578	228.047227809171	2.5035717609544e-12	2.6560289263877e-12
LILRB4	17.6546532487352	2.58273792930236	228.828159865957	2.50588859383334e-12	2.65826955940849e-12
ARHGAP29	13.6172637651319	5.10258487563196	228.049576473216	2.51386403808095e-12	2.66651204235475e-12
SPDEF	18.9381472483829	3.48156708186825	229.797513670728	2.52417108593849e-12	2.67722616036575e-12
ATF7IP2	14.3759830544768	3.84013521019418	227.41487111398	2.52948637440353e-12	2.68264452144005e-12
ANO5	18.7596377151572	3.87825382616877	229.017268812691	2.55833384635139e-12	2.71301699418209e-12
SHISA2	15.0863602231515	1.74999852199035	184.5267367367	2.56849704868886e-12	2.72357215644875e-12
KL	17.2389675226246	2.28392174187437	227.531113349278	2.62502108048406e-12	2.78328148056553e-12
TOP2A	9.53259911820854	8.66989402180122	224.283359153518	2.70751308699646e-12	2.87051236367645e-12
HLA-DRB5	14.8596989330476	5.87202083444758	225.959932837576	2.72515050300673e-12	2.88897560879885e-12
APOC1	17.9587032368946	2.35644188689493	226.843657613566	2.73252351683067e-12	2.89655526992366e-12
PTGIS	18.6002001202731	2.9579473324591	227.387455648964	2.7603984732982e-12	2.92586458023172e-12
GYG2	15.5898416672806	3.2618665003128	225.329242530441	2.76122381922506e-12	2.92650040419092e-12
SYT13	14.1292110374083	6.23737599643594	225.164374068542	2.81212419442392e-12	2.98020412504516e-12
PIM2	15.723939554557	5.19071697652167	224.995043966284	2.84228963440554e-12	3.01192661372873e-12
MMP16	17.4016333114468	1.58300881767061	218.454256033321	2.85200497921568e-12	3.02197506941304e-12
C16orf54	19.1775699488948	2.00278423888048	224.042750801028	2.86748473798619e-12	3.03812933994471e-12
ZNF518B	14.5836471518482	5.32709164927154	224.454256759282	2.90065073792832e-12	3.07301819668368e-12
RASSF8	15.0925819983987	4.62815123194144	224.469308481241	2.91545930924694e-12	3.08845465023801e-12
FOSL1	15.8836022917403	1.93788721827453	214.070708547206	2.91898023870148e-12	3.09193214054571e-12
EDNRB	16.3960195981039	5.4607830131814	224.027713847476	2.95679053969586e-12	3.1317271433583e-12
LGALS9B	18.301021703318	2.48739238874037	224.984329481998	2.97384774579245e-12	3.14953650694738e-12
EDNRA	14.4931834146065	3.88920709296093	223.172497113525	2.98813128356798e-12	3.16440567309308e-12
NOTCH3	13.3720141719365	4.57877123228428	224.071760623015	2.99351723267192e-12	3.16985071084677e-12
SIK1	15.8186745904442	5.28129609869131	223.052477945357	3.0757019059786e-12	3.25661078786884e-12
ZNF662	15.706314838347	3.91936908132465	223.199797021686	3.11961150685006e-12	3.30283365261497e-12
FCRL5	17.4533764994489	3.34750087741059	223.972410407209	3.13473452787146e-12	3.31857417922052e-12
ITGA11	13.9606313265795	4.14884873095211	222.552830618963	3.16238679109422e-12	3.34757508862343e-12
HTRA3	15.3650589820684	2.78886841484861	221.080426652188	3.20205435029456e-12	3.38928913818897e-12
TAGLN	14.6221796318841	6.33897035701642	221.459294860197	3.27263684804993e-12	3.46371635414173e-12
EPDR1	14.208671078193	4.82027623323397	220.963352487188	3.36017611548661e-12	3.55607679410475e-12
GABRA2	15.8853023686357	2.49666340550886	219.277827460632	3.4596186678597e-12	3.66101840115378e-12
HHIP	17.831138455425	3.73165076346932	221.118871799236	3.48078627353186e-12	3.68311797196886e-12
RAB31	13.640411832671	5.81136874976699	219.901380071207	3.49179682417068e-12	3.69446734987456e-12
IL17RD	13.7954468001514	3.90536347790569	219.42743021024	3.54910554082679e-12	3.75479628418576e-12
KLK1	18.5500385184824	3.78369259707856	220.752709099565	3.57031750684177e-12	3.77692973521064e-12
MOGAT2	18.5013168616508	3.69709385172278	220.688373528418	3.58830408123849e-12	3.79564781339808e-12
FAM189A1	18.0594856637099	2.6348675537279	220.044309308316	3.64145228964437e-12	3.85155319593304e-12
AQP3	16.0329645191126	3.68883416818013	219.343732701453	3.68960080026613e-12	3.90216173294118e-12
KIAA1462	14.5482226109098	4.03207059786484	219.145302314349	3.69976701753172e-12	3.9125948114189e-12
PEG10	17.6256843589546	2.80071321260564	219.429859386374	3.71943046109233e-12	3.93306892247982e-12
SAMD3	17.1587890841958	2.13299838891329	218.637853538771	3.76334614460549e-12	3.97918286035313e-12
TREML2	16.1351010150505	2.04343091045439	214.237778094794	3.80026123806007e-12	4.01788779804348e-12
CREB5	14.331021795721	3.75219662116884	217.789055453785	3.80156527696551e-12	4.01893913250268e-12
IQGAP2	14.0436837661222	7.8724957601805	217.776851299555	3.81000433416984e-12	4.02753268066381e-12
KCNA3	18.8387987209907	2.86191192550414	219.669645203411	3.86100322717866e-12	4.08111091176414e-12
CES1	17.9035179661235	2.60071776737188	218.466782171336	3.90686979181501e-12	4.12925594690286e-12
PAPPA	16.0416358062016	3.98057260108724	217.701696540605	3.91211114050257e-12	4.1344589603927e-12
SULT1B1	14.0553635599231	7.15787397975323	217.142565749977	3.91330650944024e-12	4.13538553867651e-12
ID1	13.6681263021502	6.27616572358598	216.962298743388	3.94468878686004e-12	4.16820937593881e-12
SCAND3	18.0333123645704	2.55486139685243	217.672279713392	4.03513475796642e-12	4.26343324842447e-12
MTMR6	12.2693322282683	6.68051724654067	216.149991245218	4.08093020972336e-12	4.31146871729747e-12
APOBEC1	14.493458896297	2.76958744024395	211.105649710679	4.12626057445761e-12	4.35900504605936e-12
CCDC150	14.7234989631344	3.27256643293474	215.994150798	4.12825142637131e-12	4.36075325652098e-12
MFAP4	16.9423451313714	5.242509821961	215.976836436479	4.14020826666003e-12	4.3730275954574e-12
GUCY1A3	14.2320286834955	5.25534107798032	215.544810527945	4.19807315627194e-12	4.43378562090109e-12
